Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
China,Western Pacific Region of WHO,Eastern Asia,2015,48,11/23/2015,11/29/2015,12986,11300,0,36,140,0,0,176,86,24,27,137,313,10979,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,49,11/30/2015,12/6/2015,10501,7910,0,28,72,0,0,100,53,7,20,80,180,7716,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,50,12/7/2015,12/13/2015,14121,13347,0,139,229,0,3,371,107,54,45,206,577,12756,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,51,12/14/2015,12/20/2015,14289,13147,0,260,286,0,0,546,138,72,65,275,821,12315,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,52,12/21/2015,12/27/2015,14379,13885,0,378,369,0,2,749,171,151,86,408,1157,12712,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,53,12/28/2015,1/3/2016,13852,13059,0,487,400,0,4,891,209,205,114,528,1419,11618,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,1,1/4/2016,1/10/2016,14850,13072,0,1722,512,0,9,2243,229,216,184,629,2872,10175,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,2,1/11/2016,1/17/2016,15077,14659,0,984,667,0,0,1651,271,467,185,923,2574,12070,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,3,1/18/2016,1/24/2016,15705,14938,0,1151,726,0,3,1880,351,610,280,1241,3121,11807,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,4,1/25/2016,1/31/2016,15623,14098,0,1185,617,0,17,1819,259,652,409,1320,3139,10938,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,5,2/1/2016,2/7/2016,13923,11817,0,1223,448,0,20,1691,188,410,475,1073,2764,9020,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,6,2/8/2016,2/14/2016,13636,12187,0,1577,435,0,24,2036,184,465,461,1110,3146,9004,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,7,2/15/2016,2/21/2016,16518,14813,0,1716,559,0,14,2289,265,764,673,1702,3991,10777,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,8,2/22/2016,2/28/2016,16784,15815,0,1836,489,0,24,2349,377,1054,671,2102,4451,11325,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,9,2/29/2016,3/6/2016,17011,15186,0,1620,381,0,3,2004,304,1191,994,2489,4493,10660,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,10,3/7/2016,3/13/2016,16502,14681,0,1337,248,0,11,1596,330,1540,1095,2965,4561,10089,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,11,3/14/2016,3/20/2016,16875,16470,0,1232,217,0,0,1449,384,2388,922,3694,5143,11317,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,12,3/21/2016,3/27/2016,16795,16245,0,1217,189,0,0,1406,342,2288,933,3563,4969,11236,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,13,3/28/2016,4/3/2016,15008,14117,0,926,113,0,4,1043,233,1927,777,2937,3980,10119,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,14,4/4/2016,4/10/2016,12482,11107,0,719,66,0,1,786,151,1178,617,1946,2732,8352,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,15,4/11/2016,4/17/2016,11789,11141,0,709,67,0,0,776,156,1056,419,1631,2407,8710,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,16,4/18/2016,4/24/2016,11603,10500,0,515,57,0,0,572,114,727,430,1271,1843,8632,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,17,4/25/2016,5/1/2016,11047,10083,0,417,47,0,3,467,97,572,423,1092,1559,8509,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,18,5/2/2016,5/8/2016,11061,10034,0,299,34,0,0,333,76,456,269,801,1134,8876,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,19,5/9/2016,5/15/2016,10563,9628,0,182,25,0,1,208,88,344,206,638,846,8768,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,20,5/16/2016,5/22/2016,11512,10682,0,163,24,0,0,187,83,280,233,596,783,9872,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,21,5/23/2016,5/29/2016,10786,10236,0,87,23,0,0,110,89,293,106,488,598,9614,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,22,5/30/2016,6/5/2016,10736,9538,0,69,32,0,1,102,55,184,67,306,408,9116,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,23,6/6/2016,6/12/2016,10224,9694,0,57,17,0,1,75,68,196,54,318,393,9290,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,24,6/13/2016,6/19/2016,10170,9104,0,15,41,0,1,57,34,123,34,191,248,8843,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,25,6/20/2016,6/26/2016,10374,9415,0,24,56,0,0,80,44,91,33,168,248,9160,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,26,6/27/2016,7/3/2016,9647,8683,0,18,113,0,0,131,44,71,47,162,293,8377,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,27,7/4/2016,7/10/2016,9993,9180,0,12,83,0,0,95,32,65,29,126,221,8955,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,28,7/11/2016,7/17/2016,10055,9169,0,16,97,0,1,114,21,61,25,107,221,8939,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,29,7/18/2016,7/24/2016,9905,8938,0,7,129,0,0,136,22,41,28,91,227,8706,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,30,7/25/2016,7/31/2016,9723,8802,0,17,122,0,0,139,27,30,28,85,224,8573,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,31,8/1/2016,8/7/2016,9910,9320,0,14,151,0,1,166,16,38,17,71,237,9077,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,32,8/8/2016,8/14/2016,9743,8780,0,7,171,0,1,179,15,45,11,71,250,8528,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,33,8/15/2016,8/21/2016,9334,8457,0,7,209,0,0,216,16,27,12,55,271,8184,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,34,8/22/2016,8/28/2016,9746,8819,0,8,369,0,4,381,12,30,15,57,438,8376,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,35,8/29/2016,9/4/2016,9733,9185,0,9,383,0,0,392,17,25,11,53,445,8738,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,36,9/5/2016,9/11/2016,9808,8566,0,10,431,0,0,441,5,12,6,23,464,8099,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2016,37,9/12/2016,9/18/2016,9858,9724,0,10,767,0,1,778,6,19,10,35,813,8910,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,38,9/19/2016,9/25/2016,10882,10539,0,17,870,0,0,887,6,11,3,20,907,9630,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,39,9/26/2016,10/2/2016,10533,9856,0,4,746,0,1,751,7,12,3,22,773,9083,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,40,10/3/2016,10/9/2016,12062,10812,0,7,807,0,2,816,4,9,4,17,833,9978,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,41,10/10/2016,10/16/2016,12964,11435,0,10,774,0,16,800,5,17,4,26,826,10607,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,42,10/17/2016,10/23/2016,13647,13411,0,4,984,0,3,991,17,13,5,35,1026,12383,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,43,10/24/2016,10/30/2016,13829,13099,0,13,1089,0,11,1113,14,6,7,27,1140,11957,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,44,10/31/2016,11/6/2016,13831,12281,0,4,1112,0,37,1153,13,6,4,23,1176,11100,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,45,11/7/2016,11/13/2016,14130,13402,0,6,1413,0,3,1422,7,11,4,22,1444,11955,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,46,11/14/2016,11/20/2016,14050,12522,0,1,1419,0,24,1444,7,14,7,28,1472,11050,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,47,11/21/2016,11/27/2016,14451,13655,0,13,1519,0,3,1535,11,17,7,35,1570,12079,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,48,11/28/2016,12/4/2016,14143,12690,0,11,1694,0,7,1712,4,14,11,29,1741,10944,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,49,12/5/2016,12/11/2016,14864,13974,0,14,2089,0,1,2104,4,8,5,17,2121,11849,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,50,12/12/2016,12/18/2016,14958,13114,0,30,1986,0,19,2035,6,25,8,39,2074,11037,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,51,12/19/2016,12/25/2016,14761,13205,0,48,2270,0,4,2322,8,16,4,28,2350,10854,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2016,52,12/26/2016,1/1/2017,12592,10038,0,64,1615,0,10,1689,3,19,1,23,1712,8321,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,1,1/2/2017,1/8/2017,15036,14964,0,152,2459,0,0,2611,26,33,2,61,2672,12283,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,2,1/9/2017,1/15/2017,15583,15375,0,184,2297,0,0,2481,28,36,27,91,2572,12792,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,3,1/16/2017,1/22/2017,15619,15160,0,213,2066,0,0,2279,17,27,9,53,2332,12825,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,4,1/23/2017,1/29/2017,13068,12521,0,278,1453,0,0,1731,15,37,12,64,1795,10719,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,5,1/30/2017,2/5/2017,14027,13456,0,318,1437,0,0,1755,18,49,15,82,1837,11610,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,6,2/6/2017,2/12/2017,15039,13950,0,332,1322,0,2,1656,20,47,14,81,1737,12207,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,7,2/13/2017,2/19/2017,14404,12043,0,350,1068,0,0,1418,18,48,17,83,1501,10538,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,8,2/20/2017,2/26/2017,15760,15613,,609,1233,0,6,1848,37,73,15,125,1973,13635,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,9,2/27/2017,3/5/2017,15758,15425,,820,995,0,0,1815,49,133,12,194,2009,13408,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,10,3/6/2017,3/12/2017,15779,15012,,948,791,0,1,1740,62,164,16,242,1982,13024,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,11,3/13/2017,3/19/2017,15513,14185,0,944,589,0,2,1535,61,237,22,320,1855,12319,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,12,3/20/2017,3/26/2017,13112,10227,0,623,363,0,2,988,39,200,21,260,1248,8972,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,13,3/27/2017,4/2/2017,15117,14184,0,906,348,,6,1260,70,332,38,440,1700,12481,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,14,4/3/2017,4/9/2017,11368,10242,0,500,245,,5,750,44,274,34,352,1102,9128,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,15,4/10/2017,4/16/2017,12324,11972,0,580,259,0,0,839,63,316,23,402,1241,10720,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,16,4/17/2017,4/23/2017,10726,9804,0,414,227,0,3,644,49,279,31,359,1003,8784,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,17,4/24/2017,4/30/2017,11323,11136,0,539,294,0,4,837,37,250,44,331,1168,9957,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,18,5/1/2017,5/7/2017,11512,11035,0,447,298,0,1,746,36,251,65,352,1098,9928,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,19,5/8/2017,5/14/2017,12092,11748,0,342,377,0,3,722,37,217,61,315,1037,10702,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,20,5/15/2017,5/21/2017,12077,11708,0,415,496,0,2,913,39,180,41,260,1173,10531,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,21,5/22/2017,5/28/2017,11486,11145,0,293,536,0,3,832,25,146,60,231,1063,10066,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,22,5/29/2017,6/4/2017,11488,11023,0,258,607,0,0,865,17,83,55,155,1020,9992,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,23,6/5/2017,6/11/2017,11861,11391,0,223,603,0,1,827,25,91,31,147,974,10406,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,24,6/12/2017,6/18/2017,11698,11533,0,193,702,0,2,897,28,88,34,150,1047,10470,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,25,6/19/2017,6/25/2017,11490,11207,,167,1007,0,0,1174,20,60,37,117,1291,9907,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,26,6/26/2017,7/2/2017,12101,11868,,223,1726,0,0,1949,47,69,21,137,2086,9772,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,27,7/3/2017,7/9/2017,13507,13329,,234,2512,0,0,2746,25,44,71,140,2886,10427,Widespread Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,28,7/10/2017,7/16/2017,13732,13235,,227,3287,0,2,3516,9,48,90,147,3663,9554,Widespread Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,29,7/17/2017,7/23/2017,13766,13408,,172,3545,0,8,3725,58,48,30,136,3861,9526,Widespread Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,30,7/24/2017,7/30/2017,13501,13195,,112,3399,0,2,3513,50,52,26,128,3641,9544,Widespread Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,31,7/31/2017,8/6/2017,12515,12103,,70,2470,0,0,2540,38,35,19,92,2632,9464,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,32,8/7/2017,8/13/2017,12239,11828,,54,2101,0,5,2160,35,33,23,91,2251,9565,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,33,8/14/2017,8/20/2017,11826,11668,,88,1936,0,1,2025,58,15,19,92,2117,9545,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,34,8/21/2017,8/27/2017,11080,10786,,50,1721,0,0,1771,46,18,34,98,1869,8915,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,35,8/28/2017,9/3/2017,10702,10465,,44,1572,0,2,1618,58,25,15,98,1716,8744,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2017,36,9/4/2017,9/10/2017,10910,10446,,51,1304,0,10,1365,64,28,13,105,1470,8972,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2017,37,9/11/2017,9/17/2017,11499,11066,,37,1320,0,8,1365,81,34,22,137,1502,9558,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2017,38,9/18/2017,9/24/2017,11366,11149,,25,925,0,12,962,99,28,14,141,1103,10039,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2017,39,9/25/2017,10/1/2017,11492,11121,,33,810,0,4,847,77,27,22,126,973,10143,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2017,40,10/2/2017,10/8/2017,10929,10417,,21,495,0,0,516,54,17,15,86,602,9807,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2017,41,10/9/2017,10/15/2017,14402,14032,,21,721,0,0,742,98,46,14,158,900,13126,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2017,42,10/16/2017,10/22/2017,14363,13913,,26,638,0,4,668,148,41,25,214,882,13026,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2017,43,10/23/2017,10/29/2017,14383,14167,,45,559,0,0,604,250,52,25,327,931,13233,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2017,44,10/30/2017,11/5/2017,15045,14412,,41,461,0,1,503,280,82,23,385,888,13520,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2017,45,11/6/2017,11/12/2017,14861,14435,,78,408,0,16,502,430,127,50,607,1109,13315,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2017,46,11/13/2017,11/19/2017,14831,14396,,87,386,0,0,473,561,165,45,771,1244,13142,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2017,47,11/20/2017,11/26/2017,14989,14487,,186,423,0,5,614,779,201,69,1049,1663,12808,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2017,48,11/27/2017,12/3/2017,15866,15602,,315,567,0,4,886,1322,312,91,1725,2611,12976,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,49,12/4/2017,12/10/2017,16265,15691,,490,659,0,2,1151,1683,303,124,2110,3261,12420,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,50,12/11/2017,12/17/2017,16951,16461,,783,753,0,1,1537,2264,379,112,2755,4292,12148,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,51,12/18/2017,12/24/2017,16979,16247,,1070,704,0,1,1775,2667,437,144,3248,5023,11187,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2017,52,12/25/2017,12/31/2017,16852,16218,,1363,642,0,0,2005,2697,386,344,3427,5432,10763,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,1,1/1/2018,1/7/2018,17260,16737,,1897,649,0,8,2554,2708,386,522,3616,6170,10545,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,2,1/8/2018,1/14/2018,18666,18151,,2596,561,0,8,3165,2678,381,625,3684,6849,11277,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,3,1/15/2018,1/21/2018,21234,20387,,3142,579,0,0,3721,2505,302,1274,4081,7802,12547,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,4,1/22/2018,1/28/2018,20504,20239,,3106,439,0,0,3545,1944,278,1575,3797,7342,12862,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,5,1/29/2018,2/4/2018,19700,19359,,2874,338,0,0,3212,1614,191,1438,3243,6455,12865,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,6,2/5/2018,2/11/2018,20254,19852,,2710,317,0,8,3035,1344,124,1528,2996,6031,13783,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,7,2/12/2018,2/18/2018,17231,16562,,1725,236,0,1,1962,954,74,1818,2846,4808,11738,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,8,2/19/2018,2/25/2018,17157,16861,,2024,217,0,8,2249,990,67,1404,2461,4710,12130,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,9,2/26/2018,3/4/2018,18208,17806,,1552,171,0,1,1724,749,77,989,1815,3539,14230,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,10,3/5/2018,3/11/2018,17480,17341,,1543,155,0,13,1711,741,76,652,1469,3180,14147,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,11,3/12/2018,3/18/2018,16724,16347,,1241,113,0,2,1356,560,48,372,980,2336,13997,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,12,3/19/2018,3/25/2018,16358,15879,,895,89,0,0,984,391,38,212,641,1625,14235,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,13,3/26/2018,4/1/2018,16049,15740,,602,70,0,3,675,272,26,117,415,1090,14626,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,14,4/2/2018,4/8/2018,11162,10757,,359,38,0,1,398,124,14,51,189,587,10154,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,15,4/9/2018,4/15/2018,11730,11471,,296,33,0,1,330,114,19,29,162,492,10967,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,16,4/16/2018,4/22/2018,11541,11493,,233,26,0,1,260,69,21,16,106,366,11120,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,17,4/23/2018,4/29/2018,11105,10984,,211,29,0,0,240,47,12,10,69,309,10674,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,18,4/30/2018,5/6/2018,10758,10391,,163,23,0,0,186,32,21,9,62,248,10137,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,19,5/7/2018,5/13/2018,11047,10708,,127,21,0,0,148,33,9,8,50,198,10505,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,20,5/14/2018,5/20/2018,11331,11194,,119,17,0,1,137,15,11,13,39,176,11012,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,21,5/21/2018,5/27/2018,11052,10591,,99,23,0,1,123,10,12,9,31,154,10426,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,22,5/28/2018,6/3/2018,10639,10278,,94,17,0,0,111,29,10,2,41,152,10113,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,23,6/4/2018,6/10/2018,10728,10428,,88,16,0,0,104,8,4,3,15,119,10302,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,24,6/11/2018,6/17/2018,10428,10120,,110,9,0,0,119,7,2,6,15,134,9977,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,25,6/18/2018,6/24/2018,10440,10139,,107,12,0,1,120,24,7,0,31,151,9983,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,26,6/25/2018,7/1/2018,10635,10196,,66,12,0,0,78,7,2,3,12,90,10097,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,27,7/2/2018,7/8/2018,10533,10434,,83,38,0,0,121,20,8,8,36,157,10274,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,28,7/9/2018,7/15/2018,10398,10100,,139,21,0,0,160,8,3,3,14,174,9922,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,29,7/16/2018,7/22/2018,10778,10495,,140,20,0,0,160,8,2,4,14,174,10314,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,30,7/23/2018,7/29/2018,10244,10027,,132,20,0,0,152,1,3,2,6,158,9867,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,31,7/30/2018,8/5/2018,10177,9800,,111,4,0,0,115,2,5,0,7,122,9673,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,32,8/6/2018,8/12/2018,10677,10320,,92,19,0,0,111,3,1,2,6,117,10200,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,33,8/13/2018,8/19/2018,10511,10199,,132,30,0,0,162,6,0,1,7,169,10028,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,34,8/20/2018,8/26/2018,10510,10228,,123,24,0,0,147,2,2,0,4,151,10076,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,35,8/27/2018,9/2/2018,10361,10126,,105,46,0,0,151,0,3,0,3,154,9968,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,36,9/3/2018,9/9/2018,10526,9932,,112,69,0,0,181,2,2,3,7,188,9741,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,37,9/10/2018,9/16/2018,19283,18970,,269,191,0,0,460,2,0,0,2,462,18505,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,38,9/17/2018,9/23/2018,10449,10302,,132,46,0,0,178,3,0,2,5,183,10118,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,39,9/24/2018,9/30/2018,10623,10315,,142,52,0,0,194,2,2,1,5,199,10114,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,40,10/1/2018,10/7/2018,11963,11866,,147,30,0,0,177,4,3,2,9,186,11680,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,41,10/8/2018,10/14/2018,14114,13886,,126,31,0,0,157,3,3,0,6,163,13722,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,42,10/15/2018,10/21/2018,14547,14438,,124,32,0,0,156,2,0,2,4,160,14277,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,43,10/22/2018,10/28/2018,14687,14255,,177,29,0,0,206,7,6,0,13,219,14035,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,44,10/29/2018,11/4/2018,14905,14716,,248,48,0,1,297,11,4,0,15,312,14401,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,45,11/5/2018,11/11/2018,15227,14808,,295,80,0,0,375,5,11,2,18,393,14412,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,46,11/12/2018,11/18/2018,15611,15294,,376,60,0,4,440,8,6,2,16,456,14835,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,47,11/19/2018,11/25/2018,15651,15226,,608,69,0,0,677,4,4,6,14,691,14534,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,48,11/26/2018,12/2/2018,16440,16023,,885,93,0,1,979,8,10,8,26,1005,15010,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,49,12/3/2018,12/9/2018,16862,16446,,1049,149,0,2,1200,5,4,3,12,1212,15228,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2018,50,12/10/2018,12/16/2018,16922,16376,,1434,171,0,2,1607,8,15,3,26,1633,14737,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,51,12/17/2018,12/23/2018,18226,17880,,2431,312,0,2,2745,2,19,4,25,2770,15099,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2018,52,12/24/2018,12/30/2018,18401,17534,,3090,462,0,2,3554,2,17,2,21,3575,13951,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,1,12/31/2018,1/6/2019,22903,19006,,1313,4444,,,5757,2,1551,17,1570,7327,4849,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,2,1/7/2019,1/13/2019,21516,21126,,6128,938,0,7,7073,7,44,15,66,7139,13988,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,3,1/14/2019,1/20/2019,22271,21809,,7144,1183,0,17,8344,2,62,18,82,8426,13387,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,4,1/21/2019,1/27/2019,22232,21729,,6519,1205,0,20,7744,1,75,12,88,7832,13905,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,5,1/28/2019,2/3/2019,19427,18874,,5093,1117,0,29,6239,3,73,27,103,6342,12530,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,6,2/4/2019,2/10/2019,14921,14569,,3021,883,0,1,3905,9,84,8,101,4006,10564,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,7,2/11/2019,2/17/2019,18486,18251,,3590,1098,0,0,4688,11,148,15,174,4862,13391,Regional Outbreak
